,timestamp,close,volume,close_vs_mm20,trend_close_mm20,trend_mm20,mm20_values,mm50_values,close_crossed_mm20
58,2020-11-29T00:00:00Z,576.6451,1552556316.5723605,72.45089999999993,UP,UP,504.1942,438.5043,NO
59,2020-11-30T00:00:00Z,616.7521,3052176465.9422607,105.95380000000006,UP,UP,510.7983,442.6188,NO
60,2020-12-01T00:00:00Z,586.1805,4312609170.101152,67.08540000000005,UP,UP,519.0951,447.4682,NO
61,2020-12-02T00:00:00Z,597.4212,1824812057.1759696,72.20069999999998,UP,UP,525.2205,451.4509,NO
62,2020-12-03T00:00:00Z,616.4876,1842146771.7660952,84.53399999999999,UP,UP,531.9536,455.7726,NO
63,2020-12-04T00:00:00Z,567.5247,2167058461.5763,28.572700000000054,UP,UP,538.952,460.5196,NO
64,2020-12-05T00:00:00Z,597.1464,1238498987.7451031,52.860000000000014,UP,UP,544.2864,464.3109,NO
65,2020-12-06T00:00:00Z,602.3319,1182552692.1400418,50.600400000000036,UP,UP,551.7315,468.9385,NO
66,2020-12-07T00:00:00Z,591.5927,934350837.6014082,32.77629999999999,UP,UP,558.8164,473.6122,NO
67,2020-12-08T00:00:00Z,554.7939,1630300217.3812418,-9.480099999999993,DOWN,UP,564.274,477.8722,YES
68,2020-12-09T00:00:00Z,573.3822,1944620370.2951372,5.29079999999999,UP,UP,568.0914,481.377,YES
69,2020-12-10T00:00:00Z,558.9629,1198834175.49747,-14.217300000000023,DOWN,UP,573.1802,485.4661,YES
70,2020-12-11T00:00:00Z,544.4971,1464954580.244545,-31.111999999999966,DOWN,UP,575.6091,488.8204,NO
71,2020-12-12T00:00:00Z,568.3565,957098481.364138,-6.8840000000000146,DOWN,DOWN,575.2405,491.4229,NO
72,2020-12-13T00:00:00Z,590.7373,1236651805.0925906,15.075199999999995,UP,UP,575.6621,494.6003,YES
73,2020-12-14T00:00:00Z,586.2998,944791117.5376408,11.537000000000035,UP,DOWN,574.7628,498.1649,NO
74,2020-12-15T00:00:00Z,589.2487,1041084124.1245494,15.416399999999953,UP,DOWN,573.8323,501.7677,NO
75,2020-12-16T00:00:00Z,637.3682,2366691148.8857155,62.54340000000002,UP,UP,574.8248,505.6925,NO
76,2020-12-17T00:00:00Z,642.8,4548734692.392928,62.14879999999994,UP,UP,580.6512,510.3692,NO
77,2020-12-18T00:00:00Z,654.476,2030859892.197987,67.64660000000003,UP,UP,586.8294,515.4524,NO
78,2020-12-19T00:00:00Z,658.4837,1874683492.349215,65.83349999999996,UP,UP,592.6502,520.7961,NO
79,2020-12-20T00:00:00Z,638.0908,1773490638.1836762,41.34859999999992,UP,UP,596.7422,526.311,NO
80,2020-12-21T00:00:00Z,607.6924,2222124550.447045,9.883300000000077,UP,UP,597.8091,531.342,NO
81,2020-12-22T00:00:00Z,636.5553,1932015905.20312,37.670600000000036,UP,UP,598.8847,535.5683,NO
82,2020-12-23T00:00:00Z,585.1644,2714196465.043418,-15.677000000000021,DOWN,UP,600.8414,540.6377,YES
83,2020-12-24T00:00:00Z,612.2616,1778476859.99563,12.986400000000003,UP,DOWN,599.2752,544.5812,YES
84,2020-12-25T00:00:00Z,626.8878,1738908887.3229492,25.375699999999938,UP,UP,601.5121,548.7742,NO
85,2020-12-26T00:00:00Z,636.3416,2086339055.6403613,33.3424,UP,UP,602.9992,552.9749,NO
86,2020-12-27T00:00:00Z,684.1728,4715926391.635877,79.47320000000002,UP,UP,604.6996,556.5813,NO
87,2020-12-28T00:00:00Z,729.3802,4166696907.997834,120.05149999999992,UP,UP,609.3287,561.546,NO
88,2020-12-29T00:00:00Z,731.1083,2386738497.338165,113.0503,UP,UP,618.058,567.0384,NO
89,2020-12-30T00:00:00Z,752.4128,2564273998.159448,126.46849999999995,UP,UP,625.9443,572.7693,NO
90,2020-12-31T00:00:00Z,737.0449,2164813824.661476,101.42809999999997,UP,UP,635.6168,578.8012,NO
91,2021-01-01T00:00:00Z,730.568,1720695375.735825,85.3238,UP,UP,645.2442,584.2687,NO
92,2021-01-02T00:00:00Z,774.9465,3703003319.457938,121.59180000000003,UP,UP,653.3547,589.6249,NO
93,2021-01-03T00:00:00Z,978.9828,9425773394.674685,316.4176,UP,UP,662.5652,595.5934,NO
94,2021-01-04T00:00:00Z,964.7624,9032449976.535072,282.56309999999996,UP,UP,682.1993,605.9563,NO
95,2021-01-05T00:00:00Z,1102.3322,10187416261.894005,401.35720000000003,UP,UP,700.975,616.2867,NO
96,2021-01-06T00:00:00Z,1210.5114,10518060217.308922,486.2882000000001,UP,UP,724.2232,629.1206,NO
97,2021-01-07T00:00:00Z,1225.3728,9160213712.4856,472.7640000000001,UP,UP,752.6088,643.6821,NO
98,2021-01-08T00:00:00Z,1217.0168,10002624262.403942,435.8632000000001,UP,UP,781.1536,658.6206,NO
99,2021-01-09T00:00:00Z,1280.4035,6186249610.501444,471.32319999999993,UP,UP,809.0803,673.5288,NO
100,2021-01-10T00:00:00Z,1255.3389,9210987601.383553,414.1429999999999,UP,UP,841.1959,688.9292,NO
101,2021-01-11T00:00:00Z,1087.7936,15976903795.002829,214.21529999999996,UP,UP,873.5783,702.9986,NO
102,2021-01-12T00:00:00Z,1050.6915,8208138266.861208,154.55129999999986,UP,UP,896.1402,713.556,NO
103,2021-01-13T00:00:00Z,1129.8033,5860483708.836568,210.3868,UP,UP,919.4165,722.3953,NO
104,2021-01-14T00:00:00Z,1230.6459,6604550830.605728,285.3523,UP,UP,945.2936,732.8932,NO
105,2021-01-15T00:00:00Z,1168.4813,8114938217.115232,192.99979999999994,UP,UP,975.4815,746.1181,NO
106,2021-01-16T00:00:00Z,1228.1908,6577595181.034424,226.10230000000013,UP,UP,1002.0885,759.0709,NO
107,2021-01-17T00:00:00Z,1233.1496,5378903632.95566,203.86020000000008,UP,UP,1029.2894,773.25,NO
108,2021-01-18T00:00:00Z,1259.2126,4344985427.531097,204.73469999999998,UP,UP,1054.4779,787.1519,NO
109,2021-01-19T00:00:00Z,1367.0588,11288942469.575771,286.1757,UP,UP,1080.8831,800.8032,NO
110,2021-01-20T00:00:00Z,1378.0487,9952717687.254414,266.43330000000014,UP,UP,1111.6154,815.8093,NO
111,2021-01-21T00:00:00Z,1111.1749,10754122590.344212,-32.49070000000006,DOWN,UP,1143.6656,831.6467,YES
112,2021-01-22T00:00:00Z,1234.5317,8793299254.805008,71.83580000000006,UP,UP,1162.6959,841.9218,YES
113,2021-01-23T00:00:00Z,1234.4539,4332826650.996928,48.77870000000007,UP,UP,1185.6752,854.2827,NO
114,2021-01-24T00:00:00Z,1394.0465,7093219830.483778,195.5978,UP,UP,1198.4487,867.6212,NO
115,2021-01-25T00:00:00Z,1318.0532,9815812591.948969,98.14030000000002,UP,UP,1219.9129,883.5592,NO
116,2021-01-26T00:00:00Z,1367.6491,8181774444.163218,136.95010000000002,UP,UP,1230.699,897.8737,NO
117,2021-01-27T00:00:00Z,1241.2151,8740168190.81036,2.659199999999828,UP,UP,1238.5559,913.3948,NO
118,2021-01-28T00:00:00Z,1331.8537,6546652714.412813,92.50569999999993,UP,UP,1239.348,927.1232,NO
119,2021-01-29T00:00:00Z,1379.7392,11701724542.267756,134.6494,UP,UP,1245.0898,942.2927,NO
120,2021-01-30T00:00:00Z,1379.7615,4816715526.952422,129.70490000000018,UP,UP,1250.0566,958.7082,NO
121,2021-01-31T00:00:00Z,1313.9252,4016430260.6123705,57.64749999999981,UP,UP,1256.2777,975.4135,NO
122,2021-02-01T00:00:00Z,1375.0459,4638675157.500929,107.46160000000009,UP,UP,1267.5843,990.3248,NO
123,2021-02-02T00:00:00Z,1514.1848,9859877053.172932,230.3828000000001,UP,UP,1283.802,1006.011,NO
124,2021-02-03T00:00:00Z,1666.5126,8490637156.819174,363.4915000000001,UP,UP,1303.0211,1024.5687,NO
125,2021-02-04T00:00:00Z,1596.8716,9211863438.933596,272.0571,UP,UP,1324.8145,1046.114,NO
126,2021-02-05T00:00:00Z,1719.7252,7471389046.154106,373.49120000000016,UP,UP,1346.234,1065.3041,NO
127,2021-02-06T00:00:00Z,1678.5399,7453372886.639196,307.7292,UP,UP,1370.8107,1086.8426,NO
128,2021-02-07T00:00:00Z,1614.01,7440918967.704102,220.9297999999999,UP,UP,1393.0802,1107.3238,NO
129,2021-02-08T00:00:00Z,1753.0942,9334250661.34752,342.2741000000001,UP,UP,1410.8201,1126.4344,NO
130,2021-02-09T00:00:00Z,1771.7251,7907839041.289203,341.6033000000002,UP,UP,1430.1218,1148.7344,NO
131,2021-02-10T00:00:00Z,1742.43,7916792311.483097,292.6243000000002,UP,UP,1449.8057,1172.0151,NO
132,2021-02-11T00:00:00Z,1787.5428,5497318628.418528,306.1743999999999,UP,UP,1481.3684,1194.1326,NO
133,2021-02-12T00:00:00Z,1844.0403,6178608652.218984,335.0212999999999,UP,UP,1509.019,1218.1801,NO
134,2021-02-13T00:00:00Z,1816.8569,4947348075.384953,277.3586,UP,UP,1539.4983,1242.8157,NO
135,2021-02-14T00:00:00Z,1802.4112,4328287924.127549,241.77240000000006,UP,UP,1560.6388,1266.6151,NO
136,2021-02-15T00:00:00Z,1779.5877,6998096749.173813,194.731,UP,UP,1584.8567,1289.9365,NO
137,2021-02-16T00:00:00Z,1783.5305,5394605296.66604,178.07690000000002,UP,UP,1605.4536,1311.8448,NO
138,2021-02-17T00:00:00Z,1850.4763,5516023368.129375,217.90689999999995,UP,UP,1632.5694,1332.9278,NO
139,2021-02-18T00:00:00Z,1939.5078,6448315119.882616,281.0073,UP,UP,1658.5005,1355.3152,NO
140,2021-02-19T00:00:00Z,1956.5376,5672744817.297741,270.0486000000001,UP,UP,1686.489,1379.0571,NO
141,2021-02-20T00:00:00Z,1913.8597,8924096422.400589,198.53189999999995,UP,UP,1715.3278,1403.4469,NO
142,2021-02-21T00:00:00Z,1934.1696,4811114752.340185,188.8451,UP,UP,1745.3245,1427.1128,NO
143,2021-02-22T00:00:00Z,1778.6882,12134960452.738323,5.407500000000027,UP,UP,1773.2807,1450.2972,NO
144,2021-02-23T00:00:00Z,1577.9785,15641467369.964527,-208.52740000000017,DOWN,UP,1786.5059,1466.2913,YES
145,2021-02-24T00:00:00Z,1625.1697,8133631906.589325,-156.90949999999998,DOWN,DOWN,1782.0792,1478.5556,NO
146,2021-02-25T00:00:00Z,1482.3459,5944632607.826721,-301.14819999999986,DOWN,UP,1783.4941,1489.0124,NO
147,2021-02-26T00:00:00Z,1444.9152,6590967025.3794365,-326.70990000000006,DOWN,DOWN,1771.6251,1494.4491,NO
148,2021-02-27T00:00:00Z,1460.1362,4705464042.12059,-299.80770000000007,DOWN,DOWN,1759.9439,1498.8399,NO
149,2021-02-28T00:00:00Z,1422.1696,7149178090.43706,-330.0806,DOWN,DOWN,1752.2502,1503.7023,NO
150,2021-03-01T00:00:00Z,1570.7375,5810003776.343222,-164.96640000000002,DOWN,DOWN,1735.7039,1506.5376,NO
151,2021-03-02T00:00:00Z,1488.724,4308962002.083794,-236.93060000000014,DOWN,DOWN,1725.6546,1512.8456,NO
152,2021-03-03T00:00:00Z,1568.5888,5320724559.961039,-144.38049999999998,DOWN,DOWN,1712.9693,1520.8642,NO
153,2021-03-04T00:00:00Z,1539.2947,5163690303.06758,-162.72690000000011,DOWN,DOWN,1702.0216,1531.2222,NO
154,2021-03-05T00:00:00Z,1529.515,5092803223.85906,-157.26929999999993,DOWN,DOWN,1686.7843,1539.412,NO
155,2021-03-06T00:00:00Z,1650.8103,5859898731.410948,-21.606899999999996,DOWN,DOWN,1672.4172,1545.3894,NO
156,2021-03-07T00:00:00Z,1727.0391,4677429816.19566,62.202,UP,DOWN,1664.8371,1555.036,YES
157,2021-03-08T00:00:00Z,1834.0144,6647221188.835153,171.8046999999999,UP,DOWN,1662.2097,1565.0129,NO
158,2021-03-09T00:00:00Z,1871.9377,5278852487.467012,207.2038,UP,UP,1664.7339,1577.0302,NO
159,2021-03-10T00:00:00Z,1796.2288,5926461160.792757,130.42180000000008,UP,UP,1665.807,1589.2847,NO
160,2021-03-11T00:00:00Z,1826.9644,5463126013.266273,168.32140000000004,UP,DOWN,1658.643,1597.8681,NO
161,2021-03-12T00:00:00Z,1767.0527,5165284831.916339,114.88830000000007,UP,DOWN,1652.1644,1606.8464,NO
162,2021-03-13T00:00:00Z,1921.6052,6009893632.460545,276.7811999999999,UP,DOWN,1644.824,1619.964,NO
163,2021-03-14T00:00:00Z,1848.0305,4028802446.909943,203.8347000000001,UP,DOWN,1644.1958,1633.7055,NO
164,2021-03-15T00:00:00Z,1794.255,6798688982.329254,146.59210000000007,UP,UP,1647.6629,1645.977,NO
165,2021-03-16T00:00:00Z,1805.6133,5099570727.685436,147.13660000000004,UP,UP,1658.4767,1653.9812,NO
166,2021-03-17T00:00:00Z,1823.1713,4558126586.633898,155.67239999999993,UP,UP,1667.4989,1663.7324,NO
167,2021-03-18T00:00:00Z,1775.8979,3837597092.489432,91.35770000000002,UP,UP,1684.5402,1672.8428,NO
168,2021-03-19T00:00:00Z,1809.4816,3252252447.4545927,108.39229999999998,UP,UP,1701.0893,1683.5365,NO
169,2021-03-20T00:00:00Z,1805.7749,2934073637.7640557,87.2183,UP,UP,1718.5566,1693.089,NO
170,2021-03-21T00:00:00Z,1783.6065,3219551265.51968,45.86959999999999,UP,UP,1737.7369,1701.6097,NO
171,2021-03-22T00:00:00Z,1681.5404,3995391418.626125,-66.83989999999994,DOWN,UP,1748.3803,1709.6866,YES
172,2021-03-23T00:00:00Z,1668.2418,3641336456.881282,-89.77929999999992,DOWN,UP,1758.0211,1717.0389,NO
173,2021-03-24T00:00:00Z,1583.0952,5145829629.415588,-179.90859999999998,DOWN,UP,1763.0038,1722.9029,NO
174,2021-03-25T00:00:00Z,1586.7217,4594726829.372511,-178.47209999999995,DOWN,UP,1765.1938,1724.2811,NO
175,2021-03-26T00:00:00Z,1699.6317,3388795825.340105,-68.42240000000015,DOWN,UP,1768.0541,1722.6852,NO
176,2021-03-27T00:00:00Z,1713.3889,2772164576.323697,-57.10630000000015,DOWN,UP,1770.4952,1724.7405,NO
177,2021-03-28T00:00:00Z,1686.7914,2246765736.388506,-83.02129999999988,DOWN,DOWN,1769.8127,1724.6137,NO
178,2021-03-29T00:00:00Z,1816.5837,4409691424.12689,54.13220000000001,UP,DOWN,1762.4515,1724.7788,YES
179,2021-03-30T00:00:00Z,1841.8873,3813834106.6619945,82.20350000000008,UP,DOWN,1759.6838,1728.8302,NO
180,2021-03-31T00:00:00Z,1920.145,5666494838.8576565,158.17820000000006,UP,UP,1761.9668,1730.6061,NO
181,2021-04-01T00:00:00Z,1967.8417,5409306301.703033,201.21589999999992,UP,UP,1766.6258,1733.5745,NO
182,2021-04-02T00:00:00Z,2134.0413,6575838617.099958,357.376,UP,UP,1776.6653,1738.0827,NO
183,2021-04-03T00:00:00Z,2008.6015,5691487386.388155,221.31439999999998,UP,UP,1787.2871,1745.0127,NO
184,2021-04-04T00:00:00Z,2076.5674,3623401618.339451,281.2518,UP,UP,1795.3156,1748.3039,NO
185,2021-04-05T00:00:00Z,2107.3866,4684092380.039253,297.9553999999998,UP,UP,1809.4312,1753.4981,NO
186,2021-04-06T00:00:00Z,2112.3728,5136310052.617858,287.8529000000001,UP,UP,1824.5199,1759.5976,NO
187,2021-04-07T00:00:00Z,1963.1981,6548412940.578657,124.21810000000005,UP,UP,1838.98,1766.2533,NO
188,2021-04-08T00:00:00Z,2080.2859,3829766081.3585234,231.94089999999983,UP,UP,1848.345,1769.8467,NO
189,2021-04-09T00:00:00Z,2066.5436,3361896294.2308445,204.65840000000003,UP,UP,1861.8852,1774.4429,NO
190,2021-04-10T00:00:00Z,2133.7526,5308045729.586278,258.8289999999997,UP,UP,1874.9236,1776.9836,NO
191,2021-04-11T00:00:00Z,2151.7417,2968993557.9826307,259.3108,UP,UP,1892.4309,1780.5279,NO
192,2021-04-12T00:00:00Z,2137.5348,4143790827.5183535,221.59379999999987,UP,UP,1915.941,1785.2855,NO
193,2021-04-13T00:00:00Z,2299.5196,6119502796.005932,360.11400000000003,UP,UP,1939.4056,1789.3528,NO
194,2021-04-14T00:00:00Z,2432.5109,8626221958.319647,457.28400000000033,UP,UP,1975.2269,1799.7695,NO
195,2021-04-15T00:00:00Z,2516.4817,6570088293.75249,498.9653999999998,UP,UP,2017.5163,1816.8601,NO
196,2021-04-16T00:00:00Z,2425.0743,8369644694.061441,366.71550000000025,UP,UP,2058.3588,1834.6864,NO
197,2021-04-17T00:00:00Z,2318.3611,5883636221.765082,224.41800000000012,UP,UP,2093.9431,1853.5409,NO
198,2021-04-18T00:00:00Z,2239.5937,13941319121.13483,114.07209999999986,UP,UP,2125.5216,1871.0098,NO
199,2021-04-19T00:00:00Z,2162.9947,7516873474.118779,16.32260000000042,UP,UP,2146.6721,1886.599,NO
200,2021-04-20T00:00:00Z,2332.1863,8996087665.97434,169.45889999999963,UP,UP,2162.7274,1901.4155,NO
201,2021-04-21T00:00:00Z,2357.5509,10594648411.608831,174.22140000000036,UP,UP,2183.3295,1916.6445,NO
202,2021-04-22T00:00:00Z,2399.3162,18988928893.475197,196.50120000000015,UP,UP,2202.815,1934.021,NO
203,2021-04-23T00:00:00Z,2369.6409,18196822241.454838,153.56219999999985,UP,UP,2216.0787,1950.6356,NO
204,2021-04-24T00:00:00Z,2217.0757,7492833785.839781,-17.05500000000029,DOWN,UP,2234.1307,1967.2425,YES
205,2021-04-25T00:00:00Z,2322.5679,7498214622.243923,81.41179999999986,UP,UP,2241.1561,1980.9937,YES
206,2021-04-26T00:00:00Z,2535.2137,9265769568.427511,283.2984999999999,UP,UP,2251.9152,1994.4288,NO
207,2021-04-27T00:00:00Z,2668.2175,7221637344.52587,395.1603,UP,UP,2273.0572,2010.5923,NO
208,2021-04-28T00:00:00Z,2750.1076,10040082563.874777,441.7993999999999,UP,UP,2308.3082,2027.2764,NO
209,2021-04-29T00:00:00Z,2758.8529,8358323998.460793,417.05359999999973,UP,UP,2341.7993,2044.8398,NO
210,2021-04-30T00:00:00Z,2774.6987,6840556108.004749,398.2840000000001,UP,UP,2376.4147,2064.0923,NO
211,2021-05-01T00:00:00Z,2946.7929,7074451327.531197,538.3308999999999,UP,UP,2408.462,2083.047,NO
212,2021-05-02T00:00:00Z,2951.4123,5802694419.724354,503.19770000000017,UP,UP,2448.2146,2106.6418,NO
213,2021-05-03T00:00:00Z,3431.7998,16013697796.597322,942.8912999999998,UP,UP,2488.9085,2127.2379,NO
214,2021-05-04T00:00:00Z,3241.7993,23211647509.115864,696.2768000000001,UP,UP,2545.5225,2158.9133,NO
215,2021-05-05T00:00:00Z,3528.0526,14419285450.687544,942.0657000000001,UP,UP,2585.9869,2187.8642,NO
216,2021-05-06T00:00:00Z,3491.8605,12124646029.18256,855.2949999999996,UP,UP,2636.5655,2222.313,NO
217,2021-05-07T00:00:00Z,3482.8179,9432830322.713976,792.9131000000002,UP,UP,2689.9048,2255.6868,NO
218,2021-05-08T00:00:00Z,3914.7584,14245757446.30206,1166.6308000000004,UP,UP,2748.1276,2289.8252,NO
219,2021-05-09T00:00:00Z,3927.5274,13449636465.716976,1095.6416,UP,UP,2831.8858,2331.9307,NO
220,2021-05-10T00:00:00Z,3949.5619,22388320305.061066,1029.4494,UP,UP,2920.1125,2374.3657,NO
221,2021-05-11T00:00:00Z,4177.4804,14658512169.65944,1176.4992000000002,UP,UP,3000.9812,2417.6848,NO
222,2021-05-12T00:00:00Z,3822.1305,23990696046.639908,730.1528000000003,UP,UP,3091.9777,2467.6036,NO
223,2021-05-13T00:00:00Z,3719.2646,29078594317.709038,556.1462000000001,UP,UP,3163.1184,2510.6814,NO
224,2021-05-14T00:00:00Z,4079.8405,15084602031.38859,849.2408999999998,UP,UP,3230.5996,2553.4048,NO
225,2021-05-15T00:00:00Z,3647.8494,13673837102.673328,324.1115,UP,UP,3323.7379,2603.2672,NO
226,2021-05-16T00:00:00Z,3586.4878,17318820198.868126,196.48589999999967,UP,UP,3390.0019,2642.2315,NO
227,2021-05-17T00:00:00Z,3282.5393,21676074681.102104,-160.0263,DOWN,UP,3442.5656,2679.6935,YES
228,2021-05-18T00:00:00Z,3378.8633,14590075996.27278,-94.41840000000002,DOWN,UP,3473.2817,2711.6085,NO
229,2021-05-19T00:00:00Z,2443.6332,28788115718.438385,-1061.0863,DOWN,UP,3504.7195,2742.8541,NO
230,2021-05-20T00:00:00Z,2775.3959,26543628250.4791,-713.5626000000002,DOWN,DOWN,3488.9585,2754.889,NO
231,2021-05-21T00:00:00Z,2435.7281,22540252730.888054,-1053.2653,DOWN,UP,3488.9934,2771.994,NO
232,2021-05-22T00:00:00Z,2298.4954,14582534620.714275,-1164.9448000000002,DOWN,DOWN,3463.4402,2781.3517,NO
233,2021-05-23T00:00:00Z,2099.914,22101223793.105453,-1330.8802999999998,DOWN,DOWN,3430.7943,2784.6408,NO
234,2021-05-24T00:00:00Z,2650.6224,19897134063.88509,-713.5775999999996,DOWN,DOWN,3364.2,2786.4671,NO
235,2021-05-25T00:00:00Z,2707.4259,18839249535.869755,-627.2152999999998,DOWN,DOWN,3334.6412,2797.9482,NO
236,2021-05-26T00:00:00Z,2888.97,13931317448.774149,-404.6398000000004,DOWN,DOWN,3293.6098,2809.9489,NO
237,2021-05-27T00:00:00Z,2744.3999,9951048644.036728,-519.0654,DOWN,DOWN,3263.4653,2825.4809,NO
238,2021-05-28T00:00:00Z,2414.1835,13695303247.987371,-812.3609000000001,DOWN,DOWN,3226.5444,2841.1049,NO
239,2021-05-29T00:00:00Z,2279.5855,10914618723.623411,-871.9301999999998,DOWN,DOWN,3151.5157,2847.7829,NO
240,2021-05-30T00:00:00Z,2387.3309,8932156056.120949,-681.7876999999999,DOWN,DOWN,3069.1186,2852.0437,NO
241,2021-05-31T00:00:00Z,2707.2566,10256704327.13619,-283.7503999999999,DOWN,DOWN,2991.007,2857.1153,NO
242,2021-06-01T00:00:00Z,2634.0202,9304885772.05846,-283.4756000000002,DOWN,DOWN,2917.4958,2868.2256,NO
243,2021-06-02T00:00:00Z,2706.261,8509346359.028459,-151.82929999999988,DOWN,DOWN,2858.0903,2878.1553,NO
