timestamp,close,volume
2016-07-24T00:00:00Z,0.0006418210733457774,863718.9581989408
2016-07-31T00:00:00Z,0.0005542361653115077,585044.5927010278
2016-08-07T00:00:00Z,0.0005143250600614231,501204.32385931234
2016-08-14T00:00:00Z,0.0005106556056375929,267517.37452438276
2016-08-21T00:00:00Z,0.00045014562986943037,401980.43112990365
2016-08-28T00:00:00Z,0.000442969241541594,329849.659269085
2016-09-04T00:00:00Z,0.0005298694702267422,3092108.226734425
2016-09-11T00:00:00Z,0.0004976627521909614,437183.5335053699
2016-09-18T00:00:00Z,0.0004987855359813236,786366.8552941328
2016-09-25T00:00:00Z,0.00046653763413511724,270563.36194727535
2016-10-02T00:00:00Z,0.00044597599438289854,245253.13478706352
2016-10-09T00:00:00Z,0.00042690486577291135,234218.74956646742
2016-10-16T00:00:00Z,0.00043907220314073355,495065.37154434546
2016-10-23T00:00:00Z,0.00034397795144543186,578475.7036497316
2016-10-30T00:00:00Z,0.00036043224131142163,411099.17407391226
2016-11-06T00:00:00Z,0.0003321054841517584,189527.08000980155
2016-11-13T00:00:00Z,0.00028108406880069287,231882.90342966383
2016-11-20T00:00:00Z,0.0002532764153889523,162493.678800221
2016-11-27T00:00:00Z,0.00022238604315029983,169257.11582925238
2016-12-04T00:00:00Z,0.0002323389171404149,193043.12426999066
2016-12-11T00:00:00Z,0.0001972448938892065,118736.17056521522
2016-12-18T00:00:00Z,0.0002142251910961346,148914.84306504508
2016-12-25T00:00:00Z,0.00024147161078727893,210088.079719952
2017-01-01T00:00:00Z,0.0002903415840345683,474479.73026477575
2017-01-08T00:00:00Z,0.00030961863168741196,1119296.6526165626
2017-01-15T00:00:00Z,0.000351246009664772,1329852.128123994
2017-01-22T00:00:00Z,0.00037764354859705666,688454.5266680425
2017-01-29T00:00:00Z,0.0003921775997549971,603039.8047286791
2017-02-05T00:00:00Z,0.00038351622718014815,477652.0635906001
2017-02-12T00:00:00Z,0.00034960757786600124,373029.7118519055
2017-02-19T00:00:00Z,0.0003113482130080442,316896.7218554688
2017-02-26T00:00:00Z,0.0003683054511122713,771002.5842157947
2017-03-05T00:00:00Z,0.0003293538792262203,430059.40462883736
2017-03-12T00:00:00Z,0.0003684215103638663,1291113.62429136
2017-03-19T00:00:00Z,0.00047419595589704187,3201786.5434182165
2017-03-26T00:00:00Z,0.0006657059449155064,2162308.92697849
2017-04-02T00:00:00Z,0.0005931683582668431,1823571.7401839446
2017-04-09T00:00:00Z,0.0008542387142218926,4801320.00202483
2017-04-16T00:00:00Z,0.0007939479372993409,2463462.3397968984
2017-04-23T00:00:00Z,0.0009748070181720287,2052747.7145679912
2017-04-30T00:00:00Z,0.0025807236272901934,12237133.369808123
2017-05-07T00:00:00Z,0.0023459503526090148,12446451.249810683
2017-05-14T00:00:00Z,0.008058637366959854,45164750.634601295
2017-05-21T00:00:00Z,0.006458243555425233,74785577.15119883
2017-05-28T00:00:00Z,0.015122259898028316,55637047.75260087
2017-06-04T00:00:00Z,0.014656614446598137,109824781.30295546
2017-06-11T00:00:00Z,0.016717785496428907,69709802.22459847
2017-06-18T00:00:00Z,0.01677335080933452,86083966.55161019
2017-06-25T00:00:00Z,0.01236959297902665,40646277.26488134
